Demarcación,Embalse,Río,Capacidad,Actual,Diferencia s/anterior,Energía disponible,Capacidad energética,Año,Semana
Guadalete-Barbate,Almodóvar,Almodóvar,6,3,-1,0,0,2024,33
Guadalete-Barbate,Arcos de la Frontera,Guadalete,14,14,1,0,0,2024,33
Guadalete-Barbate,Barbate,Barbate,228,31,-1,0,0,2024,33
Guadalete-Barbate,Bornos,Guadalete,200,53,-2,18,4,2024,33
Guadalete-Barbate,Celemín,Celemín,45,7,-1,0,0,2024,33
Guadalete-Barbate,Guadalcacín II,Majaceite,800,147,-2,0,0,2024,33
Guadalete-Barbate,"Hurones, Los",Majaceite,135,99,-2,23,13,2024,33
Guadalete-Barbate,Zahara-El Gastor,Guadalete,223,29,-1,0,0,2024,33
Guadalquivir,Agrio (Aznalcollar),Agrio,20,10,-2,0,0,2024,33
Guadalquivir,Aguascebas,Aguascebas,6,4,0,0,0,2024,33
Guadalquivir,Aracena,Rivera de Huelva,129,46,-6,0,0,2024,33
Guadalquivir,Arenoso,Arenoso,167,40,0,0,0,2024,33
Guadalquivir,Bembézar,Bembézar,328,126,-3,53,14,2024,33
Guadalquivir,Bermejales,Cacín,91,24,-1,6,5,2024,33
Guadalquivir,"Bolera, La",Guadalentín,54,23,-1,0,0,2024,33
Guadalquivir,"Breña II, La",Guadiato,823,128,-3,0,0,2024,33
Guadalquivir,*  Cala,Rivera de Cala,59,19,-1,21,6,2024,33
Guadalquivir,Canales,Genil,70,44,-1,43,35,2024,33
Guadalquivir,Colomera,Colomera,40,9,0,0,0,2024,33
Guadalquivir,Cubillas,Cubillas,14,6,0,0,0,2024,33
Guadalquivir,El Portillo,Castril,31,15,0,0,0,2024,33
Guadalquivir,"Fernandina, La",Guarrizas,247,104,-4,0,0,2024,33
Guadalquivir,Francisco Abellán,Fardes,58,9,-1,0,0,2024,33
Guadalquivir,Fresneda,Fresneda,19,16,0,0,0,2024,33
Guadalquivir,Gergal,Rivera de Huelva,35,25,1,0,0,2024,33
Guadalquivir,Giribaile,Guadalimar,491,105,-6,0,0,2024,33
Guadalquivir,Guadalén,Guadalén,163,42,-4,13,2,2024,33
Guadalquivir,Guadalmellato,Guadalmellato,147,118,-1,13,10,2024,33
Guadalquivir,Guadalmena,Guadalmena,345,117,-4,86,12,2024,33
Guadalquivir,Huesna,Rivera de Huesna,135,101,-1,0,0,2024,33
Guadalquivir,Iznájar,Genil,920,203,-8,279,17,2024,33
Guadalquivir,Jándula,Jándula,325,107,-7,86,6,2024,33
Guadalquivir,José Torán,Guadalbarcar,101,39,0,0,0,2024,33
Guadalquivir,Martín Gonzalo,Martín Gonzalo,20,13,0,0,0,2024,33
Guadalquivir,"Melonares, Los",Viar,186,151,1,0,0,2024,33
Guadalquivir,"Minilla, La",Rivera de Huelva,58,36,2,0,0,2024,33
Guadalquivir,Montoro,Montoro,105,68,0,0,0,2024,33
Guadalquivir,Negratín,Guadiana Menor,571,158,-2,45,7,2024,33
Guadalquivir,"Pintado, El",Viar,215,70,-4,77,18,2024,33
Guadalquivir,Puebla de Cazalla,Carbones,63,3,0,0,0,2024,33
Guadalquivir,Puente Nuevo,Guadiato,281,80,0,9,2,2024,33
Guadalquivir,Quéntar,Aguas Blancas,14,10,0,0,0,2024,33
Guadalquivir,Quiebrajano,Quiebrajano,33,14,0,4,3,2024,33
Guadalquivir,Retortillo,Retortillo,61,31,-1,2,1,2024,33
Guadalquivir,Rumblar,Rumblar,140,93,-1,16,11,2024,33
Guadalquivir,San Clemente,Guardal,117,12,0,0,0,2024,33
Guadalquivir,San Rafael de Navallana,Guadalmellato,156,86,-7,0,0,2024,33
Guadalquivir,Sierra Boyera,Guadiato,39,23,-1,0,0,2024,33
Guadalquivir,Siles,Guadalimar,30,24,0,0,0,2024,33
Guadalquivir,Torre del Águila,Salado,48,7,-1,0,0,2024,33
Guadalquivir,Tranco de Beas,Guadalquivir,506,188,-6,175,28,2024,33
Guadalquivir,Vadomojón,Guadajoz,146,32,-2,0,0,2024,33
Guadalquivir,Víboras,Víboras,17,8,0,0,0,2024,33
Guadalquivir,Yeguas,Yeguas,229,123,-4,29,22,2024,33
Guadalquivir,Zufre,Rivera de Huelva,175,83,2,0,0,2024,33
Cuenca Mediterránea Andaluza,Benínar,Grande de Adra,63,6,0,0,0,2024,33
Cuenca Mediterránea Andaluza,Béznar,Izbor,53,45,0,0,0,2024,33
Cuenca Mediterránea Andaluza,Casasola,Campanillas,22,5,0,0,0,2024,33
Cuenca Mediterránea Andaluza,Charco Redondo,Palmones,82,21,-1,0,0,2024,33
Cuenca Mediterránea Andaluza,Concepción,Verde de Marbella,62,31,-1,0,0,2024,33
Cuenca Mediterránea Andaluza,Conde Guadalhorce,Turón,66,16,-3,5,4,2024,33
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,Almanzora,161,13,1,0,0,2024,33
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,Gudalhorce-Guadalteba,279,38,-2,23,23,2024,33
Cuenca Mediterránea Andaluza,Guadarranque,Guadarranque,88,33,0,0,0,2024,33
Cuenca Mediterránea Andaluza,Limonero,Guadalmedina,22,4,0,0,0,2024,33
Cuenca Mediterránea Andaluza,Rules,Guadalfeo,111,67,-2,0,0,2024,33
Cuenca Mediterránea Andaluza,"Viñuela, La",Guaro,165,26,-1,0,0,2024,33
Segura,Alfonso XIII,Quípar,22,5,0,4,1,2024,33
Segura,Algeciras,Algeciras,45,4,-1,0,0,2024,33
Segura,*  Anchuricas,Segura,6,6,0,4,4,2024,33
Segura,Argos,Argos,10,6,0,2,1,2024,33
Segura,Camarillas,Mundo,36,14,-1,8,3,2024,33
Segura,Cenajo,Segura,437,49,-2,103,11,2024,33
Segura,"Cierva, La",Mula,7,3,0,0,0,2024,33
Segura,Crevillente,Rambla de Bosch,13,8,0,0,0,2024,33
Segura,Fuensanta,Segura,210,28,-5,45,6,2024,33
Segura,La Pedrera,Dep.Arr.Grande,246,48,1,0,0,2024,33
Segura,Puentes,Guadalentín,26,12,0,0,0,2024,33
Segura,Santomera,Rambla Salada,26,3,0,0,0,2024,33
Segura,Taibilla,Taibilla,9,5,0,2,1,2024,33
Segura,Talave,Mundo,35,18,0,10,5,2024,33
Segura,Valdeinfierno,Alcaide,12,0,0,0,0,2024,33
Júcar,Alarcón,Júcar,1.118,652,-9,1.596,936,2024,33
Júcar,Algar,Palancia,6,0,0,0,0,2024,33
Júcar,Amadorio,Amadorio,16,2,0,0,0,2024,33
Júcar,Arenós,Mijares,137,16,-1,113,14,2024,33
Júcar,Arquillo de San Blas,Turia,21,16,-1,7,5,2024,33
Júcar,Bellús,Albaida,69,13,0,0,0,2024,33
Júcar,Benagéber,Turia,221,82,-3,59,21,2024,33
Júcar,Beniarrés,Serpis,27,3,0,0,0,2024,33
Júcar,Buseo,Sot de Chera,8,1,0,0,0,2024,33
Júcar,Contreras,Cabriel,361,187,-8,232,120,2024,33
Júcar,*  Cortes II,Júcar,118,113,8,17,14,2024,33
Júcar,El Naranjero,Júcar,29,24,3,0,0,2024,33
Júcar,Escalona,Escalona,99,4,0,0,0,2024,33
Júcar,Forata,Magro,37,7,0,0,0,2024,33
Júcar,Guadalest,Guadalest,13,3,0,0,0,2024,33
Júcar,*  La Muela,Júcar,20,2,-12,0,0,2024,33
Júcar,*  La Toba,Júcar,10,4,0,17,7,2024,33
Júcar,Loriguilla,Turia,73,22,0,18,6,2024,33
Júcar,María Cristina,Rambla Viuda,18,0,0,0,0,2024,33
Júcar,Regajo,Palancia,6,1,0,0,0,2024,33
Júcar,Sichar,Mijares,49,15,0,3,1,2024,33
Júcar,Tous - La Ribera,Júcar,379,81,-4,0,0,2024,33
Júcar,Ulldecona,Cenia,11,0,0,0,0,2024,33
Ebro,Albiña,Albiña,5,3,0,3,2,2024,33
Ebro,Alcañiz (Estanca),Guadalope,7,2,0,3,1,2024,33
Ebro,Alloz,Salado,66,53,-1,40,32,2024,33
Ebro,Barasona,Ésera,85,52,-7,54,34,2024,33
Ebro,*  Baserca,Noguera-Ribagorzana,22,17,-4,98,77,2024,33
Ebro,Búbal,Gállego,63,8,-5,73,8,2024,33
Ebro,Calanda,Guadalope,54,11,0,16,3,2024,33
Ebro,*  Camarasa,Noguera-Pallaresa,163,91,-11,63,22,2024,33
Ebro,*  Canelles,Noguera-Ribagorzana,679,248,-2,395,116,2024,33
Ebro,Cañón de Santolea,Guadalope,82,6,0,9,2,2024,33
Ebro,Caspe,Guadalope,82,15,0,17,3,2024,33
Ebro,*  Cavallers,Noguera de Tort,16,15,0,54,49,2024,33
Ebro,*  Certescáns,Certescáns,16,12,0,97,73,2024,33
Ebro,Ciurana,Ciurana,12,0,0,0,0,2024,33
Ebro,Cueva Foradada,Martín,22,5,0,4,1,2024,33
Ebro,Ebro,Ebro,541,206,-8,468,178,2024,33
Ebro,*  Enciso,Cidacos,46,8,0,19,3,2024,33
Ebro,*  Escales,Noguera-Ribagorzana,152,108,-7,149,102,2024,33
Ebro,Eúgui,Arga,21,18,0,10,8,2024,33
Ebro,González Lacasa,Albercos,33,16,-3,20,10,2024,33
Ebro,"Grado, El",Cinca,400,356,1,112,98,2024,33
Ebro,Guiamets,Asmat,10,0,0,0,0,2024,33
Ebro,*  Ip,Barranco de Ip,5,2,0,14,5,2024,33
Ebro,*  Irabia,Irati,14,10,0,17,13,2024,33
Ebro,Itoiz,Irati,417,239,-16,234,143,2024,33
Ebro,Lanuza,Gállego,17,14,-2,34,30,2024,33
Ebro,Las Fitas,Barranco Carnerario,9,3,-1,5,2,2024,33
Ebro,Laverné,Barranco Vitale,38,30,-1,8,6,2024,33
Ebro,Lechago,Pancrudo,18,4,-1,6,1,2024,33
Ebro,*  Llauset,Llauset,17,13,1,49,38,2024,33
Ebro,Loteta (La),Derivación Canal Imperial,104,71,-1,30,20,2024,33
Ebro,Maidevera,Aranda,20,4,-1,6,1,2024,33
Ebro,Mansilla,Najerilla,68,38,-4,62,34,2024,33
Ebro,Mediano,Cinca,435,215,-38,267,137,2024,33
Ebro,*  Mequinenza,Ebro,1.373,885,-24,239,140,2024,33
Ebro,Moneva,Aguas Vivas,8,1,0,2,0,2024,33
Ebro,Monteagudo,Nájima,10,5,0,3,2,2024,33
Ebro,Montearagón,Flumen,52,18,-1,12,4,2024,33
Ebro,Nagore,Urrobi,5,5,0,3,3,2024,33
Ebro,Oliana,Segre,84,57,-1,57,42,2024,33
Ebro,Pajares,Lumbreras,35,19,0,21,11,2024,33
Ebro,Parras (Las),Martín,5,3,0,1,1,2024,33
Ebro,Pena,Pena,18,4,-1,2,1,2024,33
Ebro,"Peña, La",Gállego,15,11,2,10,5,2024,33
Ebro,Puente de Santolea,Guadalope,18,1,0,7,1,2024,33
Ebro,Rialb,Segre,404,198,-7,217,116,2024,33
Ebro,*  Ribarroja,Ebro,210,198,4,12,11,2024,33
Ebro,*  Sallente,Flamisell,6,2,0,25,9,2024,33
Ebro,San Bartolomé,Arba,6,3,0,2,1,2024,33
Ebro,*  San Lorenzo,Segre,10,9,0,4,3,2024,33
Ebro,San Salvador,Arroyo la Clamor,137,93,-5,30,19,2024,33
Ebro,Santa Ana,Noguera-Ribagorzana,237,131,-9,92,46,2024,33
Ebro,Santa María de Belsué,Flumen,14,1,0,1,0,2024,33
Ebro,Santolea,Guadalope,5,1,0,12,0,2024,33
Ebro,*  Sistema Aguas Limpias,Aguas Limpias,18,6,0,68,24,2024,33
Ebro,*  Sistema Alto Caldarés,Caldarés,18,4,0,70,16,2024,33
Ebro,*  Sistema Capdella,Flamisell,50,30,0,191,115,2024,33
Ebro,*  Sistema Escarra,Escarra,5,1,0,14,4,2024,33
Ebro,*  Sistema Lagos Espot,Espot,10,9,0,33,30,2024,33
Ebro,*  Sistema Valle de Arán,Valartíes,22,10,0,172,78,2024,33
Ebro,*  Sobrón,Ebro,20,16,1,12,10,2024,33
Ebro,Sotonera,Sotón,189,112,-7,44,16,2024,33
Ebro,*  Terradets,Noguera-Pallaresa,33,31,0,19,18,2024,33
Ebro,Terroba,Leza,8,1,0,4,1,2024,33
Ebro,"Torcas, Las",Huerva,7,1,0,2,0,2024,33
Ebro,"Tranquera, La",Piedra,82,35,-2,29,12,2024,33
Ebro,*  Tremp ó Talárn,Noguera-Pallaresa,227,180,-8,213,168,2024,33
Ebro,*  Ullivarri,Zadorra,146,114,-2,85,66,2024,33
Ebro,Urdalur,Alzama,6,4,-1,4,3,2024,33
Ebro,*  Urdiceto,Urdiceto,5,2,0,13,5,2024,33
Ebro,*  Urrunaga,Sta.Engracia,72,54,-1,37,27,2024,33
Ebro,Vadiello,Guatizalema,16,11,0,3,2,2024,33
Ebro,"Val, El",Val,24,8,0,9,3,2024,33
Ebro,Valdepatao,Cinca,6,1,0,1,0,2024,33
Ebro,Yesa,Aragón,447,207,-20,152,63,2024,33
Cuencas Internas de Cataluña,Boadella,Muga,61,12,-1,0,0,2024,33
Cuencas Internas de Cataluña,La Baells,Llobregat,109,49,-1,0,0,2024,33
Cuencas Internas de Cataluña,La Llosa del Cavall,Cardener,80,21,0,0,0,2024,33
Cuencas Internas de Cataluña,Riudecanyes,Riudecanyes,5,0,0,0,0,2024,33
Cuencas Internas de Cataluña,Sant Pons,Cardener,24,8,0,0,0,2024,33
Cuencas Internas de Cataluña,Sau,Ter,165,35,-1,0,0,2024,33
Cuencas Internas de Cataluña,Susqueda,Ter,233,94,-3,0,0,2024,33
Cantabrico Oriental,Añarbe,Añarbe,38,29,0,0,0,2024,34
Cantabrico Oriental,Ibiur,Ibiur,8,7,0,0,0,2024,34
Cantabrico Oriental,Ordunte,Ordunte,22,18,1,0,0,2024,34
Cantabrico Oriental,San Antón,Endara,5,5,0,0,0,2024,34
Cantabrico Occidental,Alfilorios,Barrea,8,5,0,0,0,2024,34
Cantabrico Occidental,*  Alsa - Mediajo,Torina,22,21,0,27,17,2024,34
Cantabrico Occidental,*  Arbón,Navia,41,37,1,1,1,2024,34
Cantabrico Occidental,"*  Barca, La",Narcea,34,31,0,3,3,2024,34
Cantabrico Occidental,"*  Cohilla, La",Nansa,12,3,-1,16,5,2024,34
Cantabrico Occidental,*  Doiras,Navia,97,86,3,19,16,2024,34
Cantabrico Occidental,Rioseco,Nalón,4,3,0,0,0,2024,34
Cantabrico Occidental,*  Salime,Navia,238,182,7,99,72,2024,34
Cantabrico Occidental,Tanes,Nalón,34,29,-1,6,5,2024,34
Mino-Sil,*  Albarellos,Avia,91,42,-2,32,13,2024,34
Mino-Sil,*  Bao,Bibey,238,201,-1,290,234,2024,34
Mino-Sil,Bárcena,Sil,341,260,-12,333,231,2024,34
Mino-Sil,*  Belesar,Miño,655,487,-25,370,259,2024,34
Mino-Sil,"*  Campañana, La",Sil,14,8,1,8,2,2024,34
Mino-Sil,*  Castrelo,Miño,60,49,-1,4,3,2024,34
Mino-Sil,*  Cenza,Cenza,40,23,-2,112,59,2024,34
Mino-Sil,*  Chandrexa,Navea,61,44,0,101,68,2024,34
Mino-Sil,"*  Conchas, Las",Limia,80,47,-6,30,17,2024,34
Mino-Sil,*  Edrada-Mao,Mao,14,5,-1,22,8,2024,34
Mino-Sil,*  Frieira,Miño,44,38,0,1,1,2024,34
Mino-Sil,*  Guístolas,Navea,5,2,0,4,0,2024,34
Mino-Sil,*  Matalavilla,Valseco,65,17,-1,115,21,2024,34
Mino-Sil,*  Montefurado,Bibey-Sil,10,9,0,4,3,2024,34
Mino-Sil,"*  Peares, Os",Miño,182,176,1,50,48,2024,34
Mino-Sil,*  Peñarrubia,Sil,13,10,0,5,4,2024,34
Mino-Sil,*  Pías (San Agustín),Bibey,10,8,0,19,14,2024,34
Mino-Sil,"*  Portas, Las",Camba,536,440,-4,906,706,2024,34
Mino-Sil,*  Prada,Jares,122,92,-2,221,164,2024,34
Mino-Sil,"*  Rozas, Las",Sil,28,11,0,55,20,2024,34
Mino-Sil,*  Salas,Salas,87,46,-1,79,41,2024,34
Mino-Sil,*  San. Estevo,Sil,213,179,-6,77,62,2024,34
Mino-Sil,*  San Martiño,Sil,10,9,0,2,2,2024,34
Mino-Sil,*  San Pedro,Sil,6,5,0,1,0,2024,34
Mino-Sil,*  San Sebastián,Bibey,46,22,0,116,55,2024,34
Mino-Sil,*  Santa Eulalia,Jares,10,8,0,7,4,2024,34
Mino-Sil,*  Sequeiros,Sil,11,10,0,3,3,2024,34
Mino-Sil,*  Velle,Miño,17,13,-1,1,1,2024,34
Mino-Sil,Vilasouto,Mao,21,12,-1,0,0,2024,34
Galicia Costa,*  Barrie de la Maza,Tambre,31,14,-1,8,3,2024,34
Galicia Costa,Cecebre,Mero,22,17,0,0,0,2024,34
Galicia Costa,Eiras,Oitavén,22,18,-1,0,0,2024,34
Galicia Costa,*  Eume,Eume,123,86,-3,54,36,2024,34
Galicia Costa,*  Fervenza,Jallas,103,65,-6,112,69,2024,34
Galicia Costa,"Forcadas, As",Forcadas,11,9,-1,0,0,2024,34
Galicia Costa,*  Portodemouros,Ulla,297,142,-4,39,39,2024,34
Galicia Costa,"*  Ribeira, A",Eume,33,26,-1,16,12,2024,34
Galicia Costa,Riocobo,Cobo,6,5,0,0,0,2024,34
Galicia Costa,*  Sta Uxia,Jallas,18,16,0,7,6,2024,34
Galicia Costa,Villagudín,Veduino,18,16,0,0,0,2024,34
Cuencas Internas del País Vasco,Ibai-Eder,Ibai-Eder,11,10,0,0,0,2024,34
Cuencas Internas del País Vasco,Urkulu,Urkulu,10,9,0,0,0,2024,34
Duero,"*  Agavanzal, Nª Sª de",Tera,36,32,-2,34,28,2024,34
Duero,Águeda,Águeda,15,11,0,0,0,2024,34
Duero,Aguilar,Pisuerga,247,146,-7,66,39,2024,34
Duero,*  Aldeadávila,Duero,114,103,-6,35,30,2024,34
Duero,*  Almendra,Tormes,2.649,2.243,-24,3.458,2.978,2024,34
Duero,Arlanzón,Arlanzón,22,15,-1,4,3,2024,34
Duero,Barrios de Luna,Luna,308,138,-18,252,108,2024,34
Duero,*  Burgomillodo,Duratón,14,11,1,6,4,2024,34
Duero,Camporredondo,Carrión,69,30,-4,43,16,2024,34
Duero,Casares de Arbas,Casares,37,19,-1,0,0,2024,34
Duero,*  Castro,Duero,27,25,1,14,13,2024,34
Duero,Castro de las Cogotas,Adaja,58,29,-2,18,10,2024,34
Duero,*  Cernadilla,Tera,255,160,-11,297,175,2024,34
Duero,Cervera,Rivera,10,9,0,3,2,2024,34
Duero,Compuerto,Carrión,95,45,-3,42,19,2024,34
Duero,Cuerda del Pozo,Duero,249,149,-5,58,37,2024,34
Duero,Irueña,Águeda,110,70,-2,0,0,2024,34
Duero,Linares del Arroyo,Riaza,54,34,-1,14,8,2024,34
Duero,"Pontón Alto, El",Eresma,7,6,-1,0,0,2024,34
Duero,Porma-(Juan Benet),Porma,318,169,-13,137,68,2024,34
Duero,*  Puente Porto,Segundera,23,8,-1,54,18,2024,34
Duero,*  Rábanos,Duero,8,8,0,3,3,2024,34
Duero,Requejada,Pisuerga,59,15,-1,23,6,2024,34
Duero,Riaño,Esla,641,351,-27,372,166,2024,34
Duero,*  Ricobayo,Esla,1.145,650,-24,945,503,2024,34
Duero,San José,Duero,6,6,0,2,2,2024,34
Duero,Santa Teresa,Tormes,496,325,-14,406,263,2024,34
Duero,*  Saucelle,Duero,181,176,-3,10,9,2024,34
Duero,Serones,Voltoya,6,6,0,0,0,2024,34
Duero,Úzquiza,Arlanzón,75,52,-1,15,10,2024,34
Duero,*  Valparaíso,Tera,169,158,2,165,151,2024,34
Duero,"*  Vencías, Las",Duratón,5,4,0,2,1,2024,34
Duero,Villagonzalo,Tormes,6,6,0,3,3,2024,34
Duero,*  Villalcampo,Duero,66,60,-3,41,37,2024,34
Duero,Villameca,Tuerto,20,8,-1,6,2,2024,34
Tajo,Aceña,Aceña,24,16,0,0,0,2024,34
Tajo,*  Alcántara,Tajo,3.160,2.691,-63,791,626,2024,34
Tajo,Alcorlo,Bornova,180,118,-2,0,0,2024,34
Tajo,*  Almoguera,Tajo,7,6,0,2,1,2024,34
Tajo,"Atance, El",Salado,35,20,-1,0,0,2024,34
Tajo,"Atazar, El",Lozoya,426,363,-3,0,0,2024,34
Tajo,*  Azután,Tajo,113,80,1,59,36,2024,34
Tajo,Baños,Baños,41,28,-1,0,0,2024,34
Tajo,Beleña,Sorbe,53,36,-1,0,0,2024,34
Tajo,*  Bolarque,Tajo,31,24,-2,15,8,2024,34
Tajo,Borbollon,Árrago,88,48,-3,30,14,2024,34
Tajo,Buendía,Guadiela,1.705,540,-8,1.515,363,2024,34
Tajo,Burguillo - Puente Nuevo,Alberche,201,120,-6,218,99,2024,34
Tajo,Cáceres - Guadiloba,Guadiloba,20,12,0,0,0,2024,34
Tajo,*  Castrejón,Tajo,44,43,0,15,14,2024,34
Tajo,"Castro, El",Algodor,8,3,0,0,0,2024,34
Tajo,Cazalegas,Alberche,7,7,0,0,0,2024,34
Tajo,*  Cedillo,Tajo,260,247,-5,17,15,2024,34
Tajo,Entrepeñas,Tajo,813,502,-4,782,407,2024,34
Tajo,Finisterre,Algodor,133,10,0,0,0,2024,34
Tajo,Gabriel y Galán,Alagón,911,454,-22,419,110,2024,34
Tajo,Guajaraz,Guajaraz,18,17,0,0,0,2024,34
Tajo,*  Guijo de Granadilla,Alagón,13,11,0,3,2,2024,34
Tajo,"Jarosa, La",La Jarosa,7,3,-1,0,0,2024,34
Tajo,Jerte - Plasencia,Jerte,59,39,-1,0,0,2024,34
Tajo,*  Molino de Chincha,Guadiela,6,6,0,4,3,2024,34
Tajo,Navacerrada,Navacerrada,11,7,0,0,0,2024,34
Tajo,Navalcán,Guayerbas,34,29,0,0,0,2024,34
Tajo,Navamuño,Angostura,14,8,-1,0,0,2024,34
Tajo,Pálmaces,Cañamares,31,20,0,0,0,2024,34
Tajo,"Pardo, El",Manzanares,43,12,-1,0,0,2024,34
Tajo,Picadas,Alberche,15,14,0,9,8,2024,34
Tajo,Pinilla,Lozoya,38,23,-1,0,0,2024,34
Tajo,Portaje,Fresnedilla,23,20,0,0,0,2024,34
Tajo,"Portiña, La",Portiña,5,2,0,0,0,2024,34
Tajo,Puentes Viejas,Lozoya,53,44,-1,0,0,2024,34
Tajo,Riosequillo,Lozoya,50,44,-1,0,0,2024,34
Tajo,Rivera de Gata,Rivera de Gata,49,22,-3,0,0,2024,34
Tajo,Rosarito,Tiétar,82,32,-6,0,0,2024,34
Tajo,Salor,Salor,14,9,0,0,0,2024,34
Tajo,San Juan,Alberche,138,91,-2,104,47,2024,34
Tajo,Santillana,Manzanares,91,62,-1,0,0,2024,34
Tajo,"Tajera, La",Tajuña,64,49,-1,0,0,2024,34
Tajo,Torcón,Torcón,7,4,0,0,0,2024,34
Tajo,*  Torrejón (Tajo - Tietar),Tiétar,188,175,1,25,18,2024,34
Tajo,"Vado, El",Jarama,56,10,-3,0,0,2024,34
Tajo,*  Valdecañas,Tajo,1.446,499,-3,664,120,2024,34
Tajo,Valdeobispo,Alagón,53,49,-2,14,12,2024,34
Tajo,Valmayor,Aulencia,124,58,0,0,0,2024,34
Tajo,"Vellón,El-(Pedrezuela)",Guadalix,41,34,-1,0,0,2024,34
Tajo,"Villar, El",Lozoya,23,21,0,0,0,2024,34
Guadiana,"Aguijón, El",Alcarrache,11,10,0,0,0,2024,34
Guadiana,Alange,Matachel,852,110,-1,0,0,2024,34
Guadiana,Alcollarín,Alcollarín,52,11,0,0,0,2024,34
Guadiana,Andévalo,Malagón,634,201,-5,0,0,2024,34
Guadiana,Boquerón,Rosal,6,5,0,0,0,2024,34
Guadiana,Brovales,Brovales,7,5,0,0,0,2024,34
Guadiana,Búrdalo,Búrdalo,79,12,-3,0,0,2024,34
Guadiana,Canchales,Lácara,26,21,0,0,0,2024,34
Guadiana,Cancho del Fresno,Ruecas,15,14,0,0,0,2024,34
Guadiana,Chanza,Chanza,338,132,-1,0,0,2024,34
Guadiana,Cijara,Guadiana,1.505,696,-26,296,92,2024,34
Guadiana,Cornalbo,Albarregas,3,2,0,0,0,2024,34
Guadiana,Cubilar,Cubilar,6,4,0,0,0,2024,34
Guadiana,El Vicario,Guadiana,32,21,-1,0,0,2024,34
Guadiana,García de Sola,Guadiana,554,316,-3,38,12,2024,34
Guadiana,Gargáligas,Gargáligas,21,15,-1,0,0,2024,34
Guadiana,Gasset,Becea,39,25,0,0,0,2024,34
Guadiana,Horno Tejero,Lácara,24,22,0,0,0,2024,34
Guadiana,La Cabezuela,Jabalón,43,4,0,0,0,2024,34
Guadiana,La Colada,Guadamatilla,58,44,0,0,0,2024,34
Guadiana,La Serena,Zújar,3.219,1.087,-2,421,85,2024,34
Guadiana,Llerena,Conejo,8,2,0,0,0,2024,34
Guadiana,Los Molinos,Matachel,34,18,0,0,0,2024,34
Guadiana,Montijo,Guadiana,11,11,0,0,0,2024,34
Guadiana,Nogales,Nogales,18,13,0,0,0,2024,34
Guadiana,Orellana,Guadiana,808,579,-1,20,9,2024,34
Guadiana,Peñarroya,Guadiana,51,22,-1,0,0,2024,34
Guadiana,Piedra Aguda,Olivenza,16,12,-1,0,0,2024,34
Guadiana,Proserpina,Pardilla,5,4,0,0,0,2024,34
Guadiana,Pto. Vallehermoso,Azuer,7,6,0,0,0,2024,34
Guadiana,Ruecas,Ruecas,42,28,0,0,0,2024,34
Guadiana,Sierra Brava,Pizarroso,233,124,-7,0,0,2024,34
Guadiana,Tentudia,Bodión,5,2,0,0,0,2024,34
Guadiana,Torre de Abrahán,Bullaque,183,110,-2,0,0,2024,34
Guadiana,Valuengo,Ardila,20,13,-1,0,0,2024,34
Guadiana,Vega del Jabalón,Jabalón,34,3,0,0,0,2024,34
Guadiana,Villalba de los Barros,Guadajira,106,54,-1,0,0,2024,34
Guadiana,Villar del Rey,Zapatón,131,107,0,0,0,2024,34
Guadiana,Zújar,Zújar,302,81,-7,18,1,2024,34
"Tinto, Odiel y Piedras",Corumbel Bajo,Corumbel,19,14,0,0,0,2024,34
"Tinto, Odiel y Piedras",Jarrama,Jarrama,43,35,0,0,0,2024,34
"Tinto, Odiel y Piedras",Los Machos,Piedras,12,5,-1,0,0,2024,34
"Tinto, Odiel y Piedras",Odiel,Odiel,8,7,0,0,0,2024,34
"Tinto, Odiel y Piedras",Olivargas,Olivargas,29,26,0,0,0,2024,34
"Tinto, Odiel y Piedras",Piedras,Piedras,60,42,20,0,0,2024,34
"Tinto, Odiel y Piedras",Sancho,Meca,58,48,0,0,0,2024,34
Guadalete-Barbate,Almodóvar,Almodóvar,6,3,0,0,0,2024,34
Guadalete-Barbate,Arcos de la Frontera,Guadalete,14,13,-1,0,0,2024,34
Guadalete-Barbate,Barbate,Barbate,228,30,-1,0,0,2024,34
Guadalete-Barbate,Bornos,Guadalete,200,52,-1,18,4,2024,34
Guadalete-Barbate,Celemín,Celemín,45,7,0,0,0,2024,34
Guadalete-Barbate,Guadalcacín II,Majaceite,800,145,-2,0,0,2024,34
Guadalete-Barbate,"Hurones, Los",Majaceite,135,97,-2,23,13,2024,34
Guadalete-Barbate,Zahara-El Gastor,Guadalete,223,28,-1,0,0,2024,34
Guadalquivir,Agrio (Aznalcollar),Agrio,20,9,-1,0,0,2024,34
Guadalquivir,Aguascebas,Aguascebas,6,4,0,0,0,2024,34
Guadalquivir,Aracena,Rivera de Huelva,129,40,-6,0,0,2024,34
Guadalquivir,Arenoso,Arenoso,167,40,0,0,0,2024,34
Guadalquivir,Bembézar,Bembézar,328,123,-3,53,14,2024,34
Guadalquivir,Bermejales,Cacín,91,23,-1,6,5,2024,34
Guadalquivir,"Bolera, La",Guadalentín,54,22,-1,0,0,2024,34
Guadalquivir,"Breña II, La",Guadiato,823,122,-6,0,0,2024,34
Guadalquivir,*  Cala,Rivera de Cala,59,17,-2,21,6,2024,34
