Demarcación,Embalse,Río,Capacidad,Actual,Diferencia s/anterior,Energía disponible,Capacidad energética,Año,Semana
Guadiana,Pto. Vallehermoso,Azuer,7,6,0,0,0,2024,32
Guadiana,Ruecas,Ruecas,42,29,-1,0,0,2024,32
Guadiana,Sierra Brava,Pizarroso,233,137,-6,0,0,2024,32
Guadiana,Tentudia,Bodión,5,2,0,0,0,2024,32
Guadiana,Torre de Abrahán,Bullaque,183,115,-2,0,0,2024,32
Guadiana,Valuengo,Ardila,20,14,-1,0,0,2024,32
Guadiana,Vega del Jabalón,Jabalón,34,3,0,0,0,2024,32
Guadiana,Villalba de los Barros,Guadajira,106,55,-1,0,0,2024,32
Guadiana,Villar del Rey,Zapatón,131,107,0,0,0,2024,32
Guadiana,Zújar,Zújar,302,95,-9,18,1,2024,32
"Tinto, Odiel y Piedras",Corumbel Bajo,Corumbel,19,14,-1,0,0,2024,32
"Tinto, Odiel y Piedras",Jarrama,Jarrama,43,36,-1,0,0,2024,32
"Tinto, Odiel y Piedras",Los Machos,Piedras,12,6,-1,0,0,2024,32
"Tinto, Odiel y Piedras",Odiel,Odiel,8,7,0,0,0,2024,32
"Tinto, Odiel y Piedras",Olivargas,Olivargas,29,26,-1,0,0,2024,32
"Tinto, Odiel y Piedras",Piedras,Piedras,60,45,-2,0,0,2024,32
"Tinto, Odiel y Piedras",Sancho,Meca,58,48,0,0,0,2024,32
Guadalete-Barbate,Almodóvar,Almodóvar,6,4,0,0,0,2024,32
Guadalete-Barbate,Arcos de la Frontera,Guadalete,14,13,0,0,0,2024,32
Guadalete-Barbate,Barbate,Barbate,228,32,-2,0,0,2024,32
Guadalete-Barbate,Bornos,Guadalete,200,55,-3,18,4,2024,32
Guadalete-Barbate,Celemín,Celemín,45,8,0,0,0,2024,32
Guadalete-Barbate,Guadalcacín II,Majaceite,800,149,-3,0,0,2024,32
Guadalete-Barbate,"Hurones, Los",Majaceite,135,101,-2,23,14,2024,32
Guadalete-Barbate,Zahara-El Gastor,Guadalete,223,30,-1,0,0,2024,32
Guadalquivir,Agrio (Aznalcollar),Agrio,20,12,0,0,0,2024,32
Guadalquivir,Aguascebas,Aguascebas,6,4,-1,0,0,2024,32
Guadalquivir,Aracena,Rivera de Huelva,129,52,-7,0,0,2024,32
Guadalquivir,Arenoso,Arenoso,167,40,0,0,0,2024,32
Guadalquivir,Bembézar,Bembézar,328,129,-3,53,15,2024,32
Guadalquivir,Bermejales,Cacín,91,25,-1,6,5,2024,32
Guadalquivir,"Bolera, La",Guadalentín,54,24,-1,0,0,2024,32
Guadalquivir,"Breña II, La",Guadiato,823,131,-8,0,0,2024,32
Guadalquivir,*  Cala,Rivera de Cala,59,20,-2,21,7,2024,32
Guadalquivir,Canales,Genil,70,45,-2,43,35,2024,32
Guadalquivir,Colomera,Colomera,40,9,0,0,0,2024,32
Guadalquivir,Cubillas,Cubillas,14,6,-1,0,0,2024,32
Guadalquivir,El Portillo,Castril,31,15,0,0,0,2024,32
Guadalquivir,"Fernandina, La",Guarrizas,247,108,-5,0,0,2024,32
Guadalquivir,Francisco Abellán,Fardes,58,10,0,0,0,2024,32
Guadalquivir,Fresneda,Fresneda,19,16,-1,0,0,2024,32
Guadalquivir,Gergal,Rivera de Huelva,35,24,2,0,0,2024,32
Guadalquivir,Giribaile,Guadalimar,491,111,-6,0,0,2024,32
Guadalquivir,Guadalén,Guadalén,163,46,-4,13,3,2024,32
Guadalquivir,Guadalmellato,Guadalmellato,147,119,-1,13,10,2024,32
Guadalquivir,Guadalmena,Guadalmena,345,121,-5,86,12,2024,32
Guadalquivir,Huesna,Rivera de Huesna,135,102,-1,0,0,2024,32
Guadalquivir,Iznájar,Genil,920,211,-7,279,18,2024,32
Guadalquivir,Jándula,Jándula,325,114,-6,86,7,2024,32
Guadalquivir,José Torán,Guadalbarcar,101,39,0,0,0,2024,32
Guadalquivir,Martín Gonzalo,Martín Gonzalo,20,13,0,0,0,2024,32
Guadalquivir,"Melonares, Los",Viar,186,150,1,0,0,2024,32
Guadalquivir,"Minilla, La",Rivera de Huelva,58,34,2,0,0,2024,32
Guadalquivir,Montoro,Montoro,105,68,-1,0,0,2024,32
Guadalquivir,Negratín,Guadiana Menor,571,160,-2,45,7,2024,32
Guadalquivir,"Pintado, El",Viar,215,74,-3,77,19,2024,32
Guadalquivir,Puebla de Cazalla,Carbones,63,3,0,0,0,2024,32
Guadalquivir,Puente Nuevo,Guadiato,281,80,-1,9,2,2024,32
Guadalquivir,Quéntar,Aguas Blancas,14,10,-1,0,0,2024,32
Guadalquivir,Quiebrajano,Quiebrajano,33,14,0,4,3,2024,32
Guadalquivir,Retortillo,Retortillo,61,32,-1,2,1,2024,32
Guadalquivir,Rumblar,Rumblar,140,94,-2,16,11,2024,32
Guadalquivir,San Clemente,Guardal,117,12,-1,0,0,2024,32
Guadalquivir,San Rafael de Navallana,Guadalmellato,156,93,-6,0,0,2024,32
Guadalquivir,Sierra Boyera,Guadiato,39,24,0,0,0,2024,32
Guadalquivir,Siles,Guadalimar,30,24,0,0,0,2024,32
Guadalquivir,Torre del Águila,Salado,48,8,-1,0,0,2024,32
Guadalquivir,Tranco de Beas,Guadalquivir,506,194,-7,175,30,2024,32
Guadalquivir,Vadomojón,Guadajoz,146,34,-1,0,0,2024,32
Guadalquivir,Víboras,Víboras,17,8,-1,0,0,2024,32
Guadalquivir,Yeguas,Yeguas,229,127,-5,29,22,2024,32
Guadalquivir,Zufre,Rivera de Huelva,175,81,1,0,0,2024,32
Cuenca Mediterránea Andaluza,Benínar,Grande de Adra,63,6,0,0,0,2024,32
Cuenca Mediterránea Andaluza,Béznar,Izbor,53,45,0,0,0,2024,32
Cuenca Mediterránea Andaluza,Casasola,Campanillas,22,5,-1,0,0,2024,32
Cuenca Mediterránea Andaluza,Charco Redondo,Palmones,82,22,-1,0,0,2024,32
Cuenca Mediterránea Andaluza,Concepción,Verde de Marbella,62,32,-2,0,0,2024,32
Cuenca Mediterránea Andaluza,Conde Guadalhorce,Turón,66,19,-1,5,4,2024,32
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,Almanzora,161,12,0,0,0,2024,32
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,Gudalhorce-Guadalteba,279,40,-3,23,23,2024,32
Cuenca Mediterránea Andaluza,Guadarranque,Guadarranque,88,33,-1,0,0,2024,32
Cuenca Mediterránea Andaluza,Limonero,Guadalmedina,22,4,0,0,0,2024,32
Cuenca Mediterránea Andaluza,Rules,Guadalfeo,111,69,-1,0,0,2024,32
Cuenca Mediterránea Andaluza,"Viñuela, La",Guaro,165,27,0,0,0,2024,32
Segura,Alfonso XIII,Quípar,22,5,0,4,1,2024,32
Segura,Algeciras,Algeciras,45,5,0,0,0,2024,32
Segura,*  Anchuricas,Segura,6,6,1,4,3,2024,32
Segura,Argos,Argos,10,6,0,2,1,2024,32
Segura,Camarillas,Mundo,36,15,-1,8,3,2024,32
Segura,Cenajo,Segura,437,51,-5,103,11,2024,32
Segura,"Cierva, La",Mula,7,3,0,0,0,2024,32
Segura,Crevillente,Rambla de Bosch,13,8,-1,0,0,2024,32
Segura,Fuensanta,Segura,210,33,-4,45,7,2024,32
Segura,La Pedrera,Dep.Arr.Grande,246,47,-1,0,0,2024,32
Segura,Puentes,Guadalentín,26,12,0,0,0,2024,32
Segura,Santomera,Rambla Salada,26,3,0,0,0,2024,32
Segura,Taibilla,Taibilla,9,5,0,2,1,2024,32
Segura,Talave,Mundo,35,18,2,10,5,2024,32
Segura,Valdeinfierno,Alcaide,12,0,0,0,0,2024,32
Júcar,Alarcón,Júcar,1.118,661,-7,1.596,948,2024,32
Júcar,Algar,Palancia,6,0,0,0,0,2024,32
Júcar,Amadorio,Amadorio,16,2,0,0,0,2024,32
Júcar,Arenós,Mijares,137,17,-1,113,15,2024,32
Júcar,Arquillo de San Blas,Turia,21,17,0,7,5,2024,32
Júcar,Bellús,Albaida,69,13,0,0,0,2024,32
Júcar,Benagéber,Turia,221,85,-5,59,22,2024,32
Júcar,Beniarrés,Serpis,27,3,0,0,0,2024,32
Júcar,Buseo,Sot de Chera,8,1,0,0,0,2024,32
Júcar,Contreras,Cabriel,361,195,-9,232,126,2024,32
Júcar,*  Cortes II,Júcar,118,105,1,17,10,2024,32
Júcar,El Naranjero,Júcar,29,21,1,0,0,2024,32
Júcar,Escalona,Escalona,99,4,0,0,0,2024,32
Júcar,Forata,Magro,37,7,0,0,0,2024,32
Júcar,Guadalest,Guadalest,13,3,0,0,0,2024,32
Júcar,*  La Muela,Júcar,20,14,-1,0,0,2024,32
Júcar,*  La Toba,Júcar,10,4,1,17,7,2024,32
Júcar,Loriguilla,Turia,73,22,1,18,6,2024,32
Júcar,María Cristina,Rambla Viuda,18,0,0,0,0,2024,32
Júcar,Regajo,Palancia,6,1,0,0,0,2024,32
Júcar,Sichar,Mijares,49,15,-1,3,1,2024,32
Júcar,Tous - La Ribera,Júcar,379,85,-7,0,0,2024,32
Júcar,Ulldecona,Cenia,11,0,0,0,0,2024,32
Ebro,Albiña,Albiña,5,3,0,3,2,2024,32
Ebro,Alcañiz (Estanca),Guadalope,7,2,0,3,1,2024,32
Ebro,Alloz,Salado,66,54,-2,40,32,2024,32
Ebro,Barasona,Ésera,85,59,-8,54,39,2024,32
Ebro,*  Baserca,Noguera-Ribagorzana,22,21,0,98,92,2024,32
Ebro,Búbal,Gállego,63,13,-3,73,14,2024,32
Ebro,Calanda,Guadalope,54,11,0,16,3,2024,32
Ebro,*  Camarasa,Noguera-Pallaresa,163,102,-5,63,28,2024,32
Ebro,*  Canelles,Noguera-Ribagorzana,679,250,1,395,118,2024,32
Ebro,Cañón de Santolea,Guadalope,82,6,-1,9,2,2024,32
Ebro,Caspe,Guadalope,82,15,-1,17,3,2024,32
Ebro,*  Cavallers,Noguera de Tort,16,15,0,54,50,2024,32
Ebro,*  Certescáns,Certescáns,16,12,-1,97,72,2024,32
Ebro,Ciurana,Ciurana,12,0,0,0,0,2024,32
Ebro,Cueva Foradada,Martín,22,5,0,4,1,2024,32
Ebro,Ebro,Ebro,541,214,-9,468,186,2024,32
Ebro,*  Enciso,Cidacos,46,8,-1,19,3,2024,32
Ebro,*  Escales,Noguera-Ribagorzana,152,115,-9,149,109,2024,32
Ebro,Eúgui,Arga,21,18,-1,10,8,2024,32
Ebro,González Lacasa,Albercos,33,19,-1,20,12,2024,32
Ebro,"Grado, El",Cinca,400,355,-5,112,97,2024,32
Ebro,Guiamets,Asmat,10,0,0,0,0,2024,32
Ebro,*  Ip,Barranco de Ip,5,2,-1,14,6,2024,32
Ebro,*  Irabia,Irati,14,10,0,17,12,2024,32
Ebro,Itoiz,Irati,417,255,-23,234,154,2024,32
Ebro,Lanuza,Gállego,17,16,1,34,33,2024,32
Ebro,Las Fitas,Barranco Carnerario,9,4,-1,5,3,2024,32
Ebro,Laverné,Barranco Vitale,38,31,-1,8,6,2024,32
Ebro,Lechago,Pancrudo,18,5,0,6,1,2024,32
Ebro,*  Llauset,Llauset,17,12,2,49,35,2024,32
Ebro,Loteta (La),Derivación Canal Imperial,104,72,0,30,20,2024,32
Ebro,Maidevera,Aranda,20,5,0,6,1,2024,32
Ebro,Mansilla,Najerilla,68,42,-5,62,37,2024,32
Ebro,Mediano,Cinca,435,253,-37,267,162,2024,32
Ebro,*  Mequinenza,Ebro,1.373,909,-40,239,145,2024,32
Ebro,Moneva,Aguas Vivas,8,1,-1,2,0,2024,32
Ebro,Monteagudo,Nájima,10,5,0,3,2,2024,32
Ebro,Montearagón,Flumen,52,19,-1,12,4,2024,32
Ebro,Nagore,Urrobi,5,5,0,3,3,2024,32
Ebro,Oliana,Segre,84,58,-4,57,43,2024,32
Ebro,Pajares,Lumbreras,35,19,-1,21,11,2024,32
Ebro,Parras (Las),Martín,5,3,0,1,1,2024,32
Ebro,Pena,Pena,18,5,0,2,1,2024,32
Ebro,"Peña, La",Gállego,15,9,-3,10,4,2024,32
Ebro,Puente de Santolea,Guadalope,18,1,0,7,0,2024,32
Ebro,Rialb,Segre,404,205,-8,217,120,2024,32
Ebro,*  Ribarroja,Ebro,210,194,-1,12,10,2024,32
Ebro,*  Sallente,Flamisell,6,2,0,25,7,2024,32
Ebro,San Bartolomé,Arba,6,3,0,2,1,2024,32
Ebro,*  San Lorenzo,Segre,10,9,0,4,3,2024,32
Ebro,San Salvador,Arroyo la Clamor,137,98,-6,30,20,2024,32
Ebro,Santa Ana,Noguera-Ribagorzana,237,140,-12,92,49,2024,32
Ebro,Santa María de Belsué,Flumen,14,1,0,1,0,2024,32
Ebro,Santolea,Guadalope,5,1,0,12,0,2024,32
Ebro,*  Sistema Aguas Limpias,Aguas Limpias,18,6,0,68,24,2024,32
Ebro,*  Sistema Alto Caldarés,Caldarés,18,4,0,70,16,2024,32
Ebro,*  Sistema Capdella,Flamisell,50,30,0,191,115,2024,32
Ebro,*  Sistema Escarra,Escarra,5,1,0,14,4,2024,32
Ebro,*  Sistema Lagos Espot,Espot,10,9,0,33,30,2024,32
Ebro,*  Sistema Valle de Arán,Valartíes,22,10,0,172,78,2024,32
Ebro,*  Sobrón,Ebro,20,15,-1,12,9,2024,32
Ebro,Sotonera,Sotón,189,119,-15,44,19,2024,32
Ebro,*  Terradets,Noguera-Pallaresa,33,31,0,19,18,2024,32
Ebro,Terroba,Leza,8,1,0,4,1,2024,32
Ebro,"Torcas, Las",Huerva,7,1,0,2,0,2024,32
Ebro,"Tranquera, La",Piedra,82,37,-3,29,13,2024,32
Ebro,*  Tremp ó Talárn,Noguera-Pallaresa,227,188,-11,213,176,2024,32
Ebro,*  Ullivarri,Zadorra,146,116,-2,85,67,2024,32
Ebro,Urdalur,Alzama,6,5,0,4,3,2024,32
Ebro,*  Urdiceto,Urdiceto,5,2,0,13,5,2024,32
Ebro,*  Urrunaga,Sta.Engracia,72,55,-2,37,28,2024,32
Ebro,Vadiello,Guatizalema,16,11,-1,3,2,2024,32
Ebro,"Val, El",Val,24,8,-1,9,3,2024,32
Ebro,Valdepatao,Cinca,6,1,0,1,0,2024,32
Ebro,Yesa,Aragón,447,227,-26,152,70,2024,32
Cuencas Internas de Cataluña,Boadella,Muga,61,13,0,0,0,2024,32
Cuencas Internas de Cataluña,La Baells,Llobregat,109,50,-1,0,0,2024,32
Cuencas Internas de Cataluña,La Llosa del Cavall,Cardener,80,21,-1,0,0,2024,32
Cuencas Internas de Cataluña,Riudecanyes,Riudecanyes,5,0,0,0,0,2024,32
Cuencas Internas de Cataluña,Sant Pons,Cardener,24,8,0,0,0,2024,32
Cuencas Internas de Cataluña,Sau,Ter,165,36,-5,0,0,2024,32
Cuencas Internas de Cataluña,Susqueda,Ter,233,97,0,0,0,2024,32
Cantabrico Oriental,Añarbe,Añarbe,38,29,0,0,0,2024,33
Cantabrico Oriental,Ibiur,Ibiur,8,7,0,0,0,2024,33
Cantabrico Oriental,Ordunte,Ordunte,22,17,-1,0,0,2024,33
Cantabrico Oriental,San Antón,Endara,5,5,0,0,0,2024,33
Cantabrico Occidental,Alfilorios,Barrea,8,5,0,0,0,2024,33
Cantabrico Occidental,*  Alsa - Mediajo,Torina,22,21,0,27,17,2024,33
Cantabrico Occidental,*  Arbón,Navia,41,36,-1,1,1,2024,33
Cantabrico Occidental,"*  Barca, La",Narcea,34,31,0,3,3,2024,33
Cantabrico Occidental,"*  Cohilla, La",Nansa,12,4,1,16,5,2024,33
Cantabrico Occidental,*  Doiras,Navia,97,83,-3,19,15,2024,33
Cantabrico Occidental,Rioseco,Nalón,4,3,1,0,0,2024,33
Cantabrico Occidental,*  Salime,Navia,238,175,-7,99,68,2024,33
Cantabrico Occidental,Tanes,Nalón,34,30,-2,6,5,2024,33
Mino-Sil,*  Albarellos,Avia,91,44,0,32,14,2024,33
Mino-Sil,*  Bao,Bibey,238,202,-8,290,236,2024,33
Mino-Sil,Bárcena,Sil,341,272,-13,333,246,2024,33
Mino-Sil,*  Belesar,Miño,655,512,-18,370,275,2024,33
Mino-Sil,"*  Campañana, La",Sil,14,7,-1,8,1,2024,33
Mino-Sil,*  Castrelo,Miño,60,50,0,4,3,2024,33
Mino-Sil,*  Cenza,Cenza,40,25,1,112,64,2024,33
Mino-Sil,*  Chandrexa,Navea,61,44,0,101,69,2024,33
Mino-Sil,"*  Conchas, Las",Limia,80,53,-4,30,19,2024,33
Mino-Sil,*  Edrada-Mao,Mao,14,6,0,22,9,2024,33
Mino-Sil,*  Frieira,Miño,44,38,0,1,1,2024,33
Mino-Sil,*  Guístolas,Navea,5,2,0,4,0,2024,33
Mino-Sil,*  Matalavilla,Valseco,65,18,-4,115,23,2024,33
Mino-Sil,*  Montefurado,Bibey-Sil,10,9,0,4,4,2024,33
Mino-Sil,"*  Peares, Os",Miño,182,175,-4,50,48,2024,33
Mino-Sil,*  Peñarrubia,Sil,13,10,0,5,4,2024,33
Mino-Sil,*  Pías (San Agustín),Bibey,10,8,0,19,14,2024,33
Mino-Sil,"*  Portas, Las",Camba,536,444,0,906,716,2024,33
Mino-Sil,*  Prada,Jares,122,94,-3,221,169,2024,33
Mino-Sil,"*  Rozas, Las",Sil,28,11,1,55,20,2024,33
Mino-Sil,*  Salas,Salas,87,47,-1,79,42,2024,33
Mino-Sil,*  San. Estevo,Sil,213,185,-7,77,65,2024,33
Mino-Sil,*  San Martiño,Sil,10,9,0,2,2,2024,33
Mino-Sil,*  San Pedro,Sil,6,5,0,1,0,2024,33
Mino-Sil,*  San Sebastián,Bibey,46,22,0,116,55,2024,33
Mino-Sil,*  Santa Eulalia,Jares,10,8,0,7,5,2024,33
Mino-Sil,*  Sequeiros,Sil,11,10,0,3,3,2024,33
Mino-Sil,*  Velle,Miño,17,14,2,1,1,2024,33
Mino-Sil,Vilasouto,Mao,21,13,-2,0,0,2024,33
Galicia Costa,*  Barrie de la Maza,Tambre,31,15,1,8,3,2024,33
Galicia Costa,Cecebre,Mero,22,17,-1,0,0,2024,33
Galicia Costa,Eiras,Oitavén,22,19,0,0,0,2024,33
Galicia Costa,*  Eume,Eume,123,89,-2,54,38,2024,33
Galicia Costa,*  Fervenza,Jallas,103,71,-2,112,76,2024,33
Galicia Costa,"Forcadas, As",Forcadas,11,10,0,0,0,2024,33
Galicia Costa,*  Portodemouros,Ulla,297,146,-4,39,13,2024,33
Galicia Costa,"*  Ribeira, A",Eume,33,27,-1,16,12,2024,33
Galicia Costa,Riocobo,Cobo,6,5,0,0,0,2024,33
Galicia Costa,*  Sta Uxia,Jallas,18,16,-1,7,6,2024,33
Galicia Costa,Villagudín,Veduino,18,16,0,0,0,2024,33
Cuencas Internas del País Vasco,Ibai-Eder,Ibai-Eder,11,10,0,0,0,2024,33
Cuencas Internas del País Vasco,Urkulu,Urkulu,10,9,0,0,0,2024,33
Duero,"*  Agavanzal, Nª Sª de",Tera,36,34,1,34,30,2024,33
Duero,Águeda,Águeda,15,11,0,0,0,2024,33
Duero,Aguilar,Pisuerga,247,153,-8,66,41,2024,33
Duero,*  Aldeadávila,Duero,114,109,1,35,32,2024,33
Duero,*  Almendra,Tormes,2.649,2.267,-12,3.458,3.012,2024,33
Duero,Arlanzón,Arlanzón,22,16,0,4,3,2024,33
Duero,Barrios de Luna,Luna,308,156,-20,252,123,2024,33
Duero,*  Burgomillodo,Duratón,14,10,0,6,4,2024,33
Duero,Camporredondo,Carrión,69,34,-4,43,18,2024,33
Duero,Casares de Arbas,Casares,37,20,-2,0,0,2024,33
Duero,*  Castro,Duero,27,24,-1,14,13,2024,33
Duero,Castro de las Cogotas,Adaja,58,31,-3,18,10,2024,33
Duero,*  Cernadilla,Tera,255,171,-10,297,188,2024,33
Duero,Cervera,Rivera,10,9,-1,3,3,2024,33
Duero,Compuerto,Carrión,95,48,-4,42,20,2024,33
Duero,Cuerda del Pozo,Duero,249,154,-7,58,39,2024,33
Duero,Irueña,Águeda,110,72,-2,0,0,2024,33
Duero,Linares del Arroyo,Riaza,54,35,-1,14,9,2024,33
Duero,"Pontón Alto, El",Eresma,7,7,0,0,0,2024,33
Duero,Porma-(Juan Benet),Porma,318,182,-14,137,73,2024,33
Duero,*  Puente Porto,Segundera,23,9,0,54,20,2024,33
Duero,*  Rábanos,Duero,8,8,0,3,3,2024,33
Duero,Requejada,Pisuerga,59,16,0,23,6,2024,33
Duero,Riaño,Esla,641,378,-29,372,182,2024,33
Duero,*  Ricobayo,Esla,1.145,674,-20,945,522,2024,33
Duero,San José,Duero,6,6,0,2,2,2024,33
Duero,Santa Teresa,Tormes,496,339,-15,406,274,2024,33
Duero,*  Saucelle,Duero,181,179,2,10,10,2024,33
Duero,Serones,Voltoya,6,6,0,0,0,2024,33
Duero,Úzquiza,Arlanzón,75,53,-2,15,11,2024,33
Duero,*  Valparaíso,Tera,169,156,-2,165,149,2024,33
Duero,"*  Vencías, Las",Duratón,5,4,0,2,1,2024,33
Duero,Villagonzalo,Tormes,6,6,0,3,3,2024,33
Duero,*  Villalcampo,Duero,66,63,1,41,39,2024,33
Duero,Villameca,Tuerto,20,9,-2,6,3,2024,33
Tajo,Aceña,Aceña,24,16,-1,0,0,2024,33
Tajo,*  Alcántara,Tajo,3.160,2.754,-63,791,649,2024,33
Tajo,Alcorlo,Bornova,180,120,-2,0,0,2024,33
Tajo,*  Almoguera,Tajo,7,6,0,2,2,2024,33
Tajo,"Atance, El",Salado,35,21,0,0,0,2024,33
Tajo,"Atazar, El",Lozoya,426,366,-2,0,0,2024,33
Tajo,*  Azután,Tajo,113,79,0,59,35,2024,33
Tajo,Baños,Baños,41,29,-1,0,0,2024,33
Tajo,Beleña,Sorbe,53,37,-1,0,0,2024,33
Tajo,*  Bolarque,Tajo,31,26,1,15,10,2024,33
Tajo,Borbollon,Árrago,88,51,-2,30,15,2024,33
Tajo,Buendía,Guadiela,1.705,548,-9,1.515,372,2024,33
Tajo,Burguillo - Puente Nuevo,Alberche,201,126,-5,218,106,2024,33
Tajo,Cáceres - Guadiloba,Guadiloba,20,12,-1,0,0,2024,33
Tajo,*  Castrejón,Tajo,44,43,0,15,14,2024,33
Tajo,"Castro, El",Algodor,8,3,0,0,0,2024,33
Tajo,Cazalegas,Alberche,7,7,1,0,0,2024,33
Tajo,*  Cedillo,Tajo,260,252,12,17,16,2024,33
Tajo,Entrepeñas,Tajo,813,506,-5,782,412,2024,33
Tajo,Finisterre,Algodor,133,10,-1,0,0,2024,33
Tajo,Gabriel y Galán,Alagón,911,476,-24,419,124,2024,33
Tajo,Guajaraz,Guajaraz,18,17,0,0,0,2024,33
Tajo,*  Guijo de Granadilla,Alagón,13,11,0,3,2,2024,33
Tajo,"Jarosa, La",La Jarosa,7,4,0,0,0,2024,33
Tajo,Jerte - Plasencia,Jerte,59,40,-1,0,0,2024,33
Tajo,*  Molino de Chincha,Guadiela,6,6,0,4,3,2024,33
Tajo,Navacerrada,Navacerrada,11,7,0,0,0,2024,33
Tajo,Navalcán,Guayerbas,34,29,0,0,0,2024,33
Tajo,Navamuño,Angostura,14,9,0,0,0,2024,33
Tajo,Pálmaces,Cañamares,31,20,-1,0,0,2024,33
Tajo,"Pardo, El",Manzanares,43,13,-1,0,0,2024,33
Tajo,Picadas,Alberche,15,14,0,9,8,2024,33
Tajo,Pinilla,Lozoya,38,24,-1,0,0,2024,33
Tajo,Portaje,Fresnedilla,23,20,0,0,0,2024,33
Tajo,"Portiña, La",Portiña,5,2,0,0,0,2024,33
Tajo,Puentes Viejas,Lozoya,53,45,-1,0,0,2024,33
Tajo,Riosequillo,Lozoya,50,45,-1,0,0,2024,33
Tajo,Rivera de Gata,Rivera de Gata,49,25,-3,0,0,2024,33
Tajo,Rosarito,Tiétar,82,38,-6,0,0,2024,33
Tajo,Salor,Salor,14,9,0,0,0,2024,33
Tajo,San Juan,Alberche,138,93,-4,104,49,2024,33
Tajo,Santillana,Manzanares,91,63,-2,0,0,2024,33
Tajo,"Tajera, La",Tajuña,64,50,0,0,0,2024,33
Tajo,Torcón,Torcón,7,4,0,0,0,2024,33
Tajo,*  Torrejón (Tajo - Tietar),Tiétar,188,174,0,25,18,2024,33
Tajo,"Vado, El",Jarama,56,13,-3,0,0,2024,33
Tajo,*  Valdecañas,Tajo,1.446,502,-26,664,122,2024,33
Tajo,Valdeobispo,Alagón,53,51,0,14,13,2024,33
Tajo,Valmayor,Aulencia,124,58,-1,0,0,2024,33
Tajo,"Vellón,El-(Pedrezuela)",Guadalix,41,35,0,0,0,2024,33
Tajo,"Villar, El",Lozoya,23,21,1,0,0,2024,33
Guadiana,"Aguijón, El",Alcarrache,11,10,0,0,0,2024,33
Guadiana,Alange,Matachel,852,111,-1,0,0,2024,33
Guadiana,Alcollarín,Alcollarín,52,11,0,0,0,2024,33
Guadiana,Andévalo,Malagón,634,206,0,0,0,2024,33
Guadiana,Boquerón,Rosal,6,5,0,0,0,2024,33
Guadiana,Brovales,Brovales,7,5,0,0,0,2024,33
Guadiana,Búrdalo,Búrdalo,79,15,-3,0,0,2024,33
Guadiana,Canchales,Lácara,26,21,-1,0,0,2024,33
Guadiana,Cancho del Fresno,Ruecas,15,14,0,0,0,2024,33
Guadiana,Chanza,Chanza,338,133,-4,0,0,2024,33
Guadiana,Cijara,Guadiana,1.505,722,-39,296,99,2024,33
Guadiana,Cornalbo,Albarregas,3,2,0,0,0,2024,33
Guadiana,Cubilar,Cubilar,6,4,0,0,0,2024,33
Guadiana,El Vicario,Guadiana,32,22,0,0,0,2024,33
Guadiana,García de Sola,Guadiana,554,319,4,38,13,2024,33
Guadiana,Gargáligas,Gargáligas,21,16,0,0,0,2024,33
Guadiana,Gasset,Becea,39,25,-1,0,0,2024,33
Guadiana,Horno Tejero,Lácara,24,22,0,0,0,2024,33
Guadiana,La Cabezuela,Jabalón,43,4,-1,0,0,2024,33
Guadiana,La Colada,Guadamatilla,58,44,-1,0,0,2024,33
Guadiana,La Serena,Zújar,3.219,1.089,-3,421,85,2024,33
Guadiana,Llerena,Conejo,8,2,0,0,0,2024,33
Guadiana,Los Molinos,Matachel,34,18,0,0,0,2024,33
Guadiana,Montijo,Guadiana,11,11,0,0,0,2024,33
Guadiana,Nogales,Nogales,18,13,0,0,0,2024,33
Guadiana,Orellana,Guadiana,808,580,0,20,9,2024,33
Guadiana,Peñarroya,Guadiana,51,23,-2,0,0,2024,33
Guadiana,Piedra Aguda,Olivenza,16,13,0,0,0,2024,33
Guadiana,Proserpina,Pardilla,5,4,-1,0,0,2024,33
Guadiana,Pto. Vallehermoso,Azuer,7,6,0,0,0,2024,33
Guadiana,Ruecas,Ruecas,42,28,-1,0,0,2024,33
Guadiana,Sierra Brava,Pizarroso,233,131,-6,0,0,2024,33
Guadiana,Tentudia,Bodión,5,2,0,0,0,2024,33
Guadiana,Torre de Abrahán,Bullaque,183,112,-3,0,0,2024,33
Guadiana,Valuengo,Ardila,20,14,0,0,0,2024,33
Guadiana,Vega del Jabalón,Jabalón,34,3,0,0,0,2024,33
Guadiana,Villalba de los Barros,Guadajira,106,55,0,0,0,2024,33
Guadiana,Villar del Rey,Zapatón,131,107,0,0,0,2024,33
Guadiana,Zújar,Zújar,302,88,-7,18,1,2024,33
"Tinto, Odiel y Piedras",Corumbel Bajo,Corumbel,19,14,0,0,0,2024,33
"Tinto, Odiel y Piedras",Jarrama,Jarrama,43,35,-1,0,0,2024,33
"Tinto, Odiel y Piedras",Los Machos,Piedras,12,6,0,0,0,2024,33
"Tinto, Odiel y Piedras",Odiel,Odiel,8,7,0,0,0,2024,33
"Tinto, Odiel y Piedras",Olivargas,Olivargas,29,26,0,0,0,2024,33
"Tinto, Odiel y Piedras",Piedras,Piedras,60,22,-23,0,0,2024,33
"Tinto, Odiel y Piedras",Sancho,Meca,58,48,0,0,0,2024,33
